"BookID","Title","Theme","Category","Publisher","PublicationYear","ISBN","CoverType","Origin","Shelf","CopiesNo","FotocopiesNo","Includes"
"2585","Human Factors Guidelines for Designers of Telecommunication Services for Non-Expert Users (Volume 2)","Telecommunication services are available everywhere. As they continue to expand, many new technological possibilities will become available to everyone - not just in the business community","book","HUSAT Research Centre","1996","1901267024","paperback","CS","","1","0",""
"2586","CHI '91 Conference Proceedings: Reaching Through Technology","CHI '91 Conference Proceedings, New Orleans, Louisiana, April 27 - May 2, 1991","proceedings","Addison-Wesley Publishing Company","1991","0201512785","paperback","CS","","1","1",""
"2587","Human Machine Symbiosis: The Foundations of Human-Centred Systems Design","A key question as we enter the 21st century is how to design systems and technologies which serve the needs and aspirations of people in society.","book","Springer","1996","3540760245","paperback","CS","","1","0",""
"2588","Information Exchange for Medical Devices","This book presents the current issues concerning information exchange in the field of Medical Device Vigilance and expands on the influences and trends introduced by the application of telematic technologies.","book","IOS Press","1996","9051992491","hardbound","CS","","2","0",""
"2589","Interpersonal Skills: Goal-directed Behaviour at Work","An interpersonal skill is goal-directed behaviour used in face-to-face interactions","book","Harper Collins Publishers","1991","0044454953","paperback","CS","","1","0",""
"2590","Handbook of Human Factors and Ergonomics (Second Edition)","The publication of this Second Edition is very timely with practical knowledge and technical background on virtually all aspects of physical, cognitive, and social ergonomics. Completely revised, updated, and containing 23 entirely new chapters it offers readers by far the most comprehensive and state-of-the-art coverage of all aspects of the field.","book","John Wiley & Sons","1997","0471116904","hardbound","CS","","2","0",""
"2591","Distributed Cognitions:  Psychological and Educational  Considerations","This volume proposes that cognition is distributed among individuals, that knowledge is socially constructed through collaborative efforts to achieve shared objectives in cultural surroundings, and that information is processed between individuals and the tools and artifacts provided by culture","book","Cambridge University Press","1993","0521574234","paperback","CS","","1","0",""
"2592","Computer Pioneers","This book looks at over 240 innovators in the field of computing and details their qualifications, their contributions, and the recognition accorded them by industry. Accompanying each biography is a list of significant publications where the reader may find more about the accomplishments of the pioneer.","book","IEEE Computer Society Press","1995","081866357X","hardbound","CS","","1","0",""
"2594","Visual basic 5 Object-Oriented  Programming","This book is for learning true object oriented techniques with the latest and most powerful release of visual basic. It focuses on Visual Basic 5's most importnat new feature: full support for object-oriented programming. It provides superb design techniques. It shows how to create truly reusable software to get more done with less work. It illustrates Visual Basic's object-oriented features with clear, practical examples. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.","book","Coriolis Group Books","1997","1576101061","paperback","CS","","1","0","1 CD-ROM"
"2595","Visual Basic 5.0: Programmer's Guide","This is a comprehensive guide to Visual Basic programming you need. Striaght from the Microsoft Visual Basic product team, it covers everything from programming fundamentals and Your ""First Visual Basic Program"" to optimising and distributing your application-documentation you can't get anywhere else in print form.","book","Microsoft Corporation","1997","1572316047","paperback","CS","","1","0",""
"2597","Visual Basic 5 Client / Server:  How-To","This book provides a useful framework for finding practical solutions using Microsoft's Visual Basic 5 Enterprise Edition (TM). This definite problem-solving resource includes more than 65 step-by-step solutions to Visual Basic questions. Thoroughly covered here are topics such as Remote Data Objects (RDO), object-oriented programming, client/server development tools, client / server on the Web, Basic SQL server management, distributed computing, and three-tier client / server development.","book","Waite Group Press","1997","1571690786","paperback","CS","","1","0","1 CD-ROM"
"2598","Developing Active X Components with Visual Basic 5.0: A  Guide to the Perplexed","This book teaches you everything - from designing the object model to creating and testing your new components, to straightening out versioning problems and understanding container dependencies. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.","book","Ziff-Davis Press","1997","1562765108","paperback","CS","","1","0","1 CD-ROM"
"2599","Advanced Information Systems Engineering","4th International Conference CAiSE '92,  Manchester, UK, May 1992, Proceedings","proceedings","Springer-Verlag Berlin","1992","2540554815","paperback","CS","","1","0",""
"2601","Proceedings of the Twelfth Annual Symposium on Computational Geometry","FCRC'96, Philadelphia, PA, May 24-26,1996","proceedings","ACM Press","1996","0897918320","paperback","CS","","1","0",""
"2602","Conference on Organizational Computing Systems","COOCS '95, August 13-16, 1995, Milpitas, California, U.S.A","proceedings","ACM Press","1995","0897917065","paperback","CS","","1","0",""
"2603","1997 International Conference on Intelligent User Interfaces (IUI '97)","IUI 97 Conference Proceedings, January 6-9, Orlando, Florida, USA","proceedings","ACM Press","1997","0897918398","paperback","CS","","1","1",""
"2604","Formal Aspects of the Human Computer Interface: BCS-FACS Workshop","10-12 September 1996","proceedings","PRE-PRINT","1996","","paperback","CS","","1","0",""
"2605","La Lettre de l' IA (Interfaces '97)","Proceedings of the 6th International Conference on Man-Machine Interaction Intelligent Systems in Business, Montpellier, 28-30 May 1997.","proceedings","EC2 & Developpement","1997","291008521X","paperback","CS","G123","1","0",""
"2608","RTLink/Plus The Leading Edge of Linking Technology User's Guide","The purpose of this manual is to provide an overview of .RTLink/Plus","manual","Pocket Soft","1989","","spiral","GROUP","G120A","0","1",""
"2612","UM 97, Proceedings of the Sixth International Conference on User Modeling","Proceedings of the Sixth International Conference on User Modeling, Chia Laguna, Sardinia, Italy, June 2-5, 1997.","proceedings","Springer-Verlag Wien New York","1997","3211829067","paperback","CS","","2","0",""
"2613","The Java TM Virtual Machine Specification","The nucleus of the Java programming language, the Java Virtual Machine is the technology responsible for java's cross-platform delivery, the small size of its compiled code, and its security capabilities. This book is an essential reference for compiler writers and Java Virtual Machine Implementors.","book","Addison-Wesley Publishing Company","1997","020163452X","paperback","CS","","1","0",""
"2614","The Java TM Virtual Machine Specification","Through plentiful examples and skill-building exercises, this book explains the nuts and bolts of the language, applet construction, and the core Java classes. You will also learn about more about more advanced topics such as creating a user interface with Java, Threads programming, working with Java;s networking and security capabilities, and adding nonJava -libraries to java applications.","book","Addison-Wesley Publishing Company","1996","0201634546","paperback","CS","","1","0","1 CD-ROM"
"2615","OOPSLA: the First Eleven Years Conference Proceedings 1986-1996","Conference Proceedings Compendium on Object-Oriented Programming Systems, languages & Applications.","proceedings","ACM Press","1996","","","CS","","1","0","1 CD-ROM"
"2616","Resolution Proof Systems: An Algebraic Theory","This book presents a new algebraic framework for the design and analysis of resolution based automated reasoning systems for a range of non-classical logics","book","Kluwer Academic Publishers","1996","0792340175","hardbound","CS","","1","0",""
"2617","Piton: A Mechanically Verified Assembly-Level Language","This book describes the specification and proof of a compiler for a realistically complicated assembly-level language. The book defines the state of the art in machine check proofs of software. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.","book","Kluwer Academic Publishers","1996","0792339207","hardbound","CS","","1","0",""
"2618","EC Research Funding: A Guide for Applicants","It is aimed at everyone whi is interested in EC research, especially those from the sciences and industry who want to widen their field of work internationally, are looking for partners, and wish to cooperate at EC level","book","Commission of the European Communities","1990","","paperback","CS","","1","0",""
"2619","Signals","This is an introductory book on the important topic of Signals. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.","book","Pitman Publishing","1977","0713132620","paperback","CS","","1","0",""
"2620","Modulation","This is an introductory book on the important topic of Modulation. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.","book","Pitman Publishing","1973","0713133031","paperback","CS","","1","0",""
"2621","Antennas","This is an introductory book on the important topic of Antennas. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.","book","Pitman Publishing","1972","0713132795","paperback","CS","","1","0",""
"2622","Noise","This is an introductory book on the important topic of Noise. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.","book","Pitman Publishing","1973","0713133066","paperback","CS","","1","0",""
"2623","Wave Transmission","This is an introductory book on the important topic of Wave Transmission. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.","book","Pitman Publishing","1972","0713132787","paperback","CS","","1","0",""
"2624","Electronic Devices","This is an introductory book on the important topic of Electronic Devices. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.","book","Pitman Publishing","1980","0713134135","paperback","CS","","1","0",""
"2625","The Business Plan Workbook (Second Edition)","A business plan provides a blueprint for the future of a company. It sets out the company's aims and how it proposes to achieve them.","book","Kogan Page","1988","0749406445","paperback","CS","","1","0",""
"2626","Information Anxiety: What to Do When Information Doesn't Tell You What You Need to Know","The breakthrough book which explains why the information explosion has backfired, leaving us in-*","book","Pan Books","1991","0330310976","paperback","CS","","1","0",""
"2627","Human Factors and  Ergonomics Society (1997-1998)","Directory and Yearbook: Society Officers and Activities / Chapters / Technical Groups / member listings / Articles and Bylaws","directory","HFES","1997","02705311","paperback","CS","","1","0",""
"2628","Guidelines for Document Designers","This report is a product of the Document Design Project funded by the National Institute of Education.","report","American Institutes for Research","1981","","paperback","CS","","1","0",""
"2629","Human Factor and Ergonomics Society 1997-1998 Directory and Yearbook","Society Officers and activities, Technical groups, member listing, articles and bylaws","directory","HFES","1997","02705311","paperback","CS","","1","0",""
"2630","Collective Choice and Social Welfare","The book attempts to cater to two distinct groups of readers, viz., those who are primarily interested in the relevance of the results rather than in their formal statement and technical derivation, and those who are also concerned with the latter.","book","North-Holland","1984","0444851275","spiral","CS","","1","0",""
"2631","Informations Systems Development for Decentralized Organization","This volume contains the selected proceedings of the Working Conference on Information Systems Development for Decentralized Organisations, organized by the International Federation for Information Processing and held in Trondheim, Norway, August 1995. This book contains state of-the-art research reports by experts in the field, and will prove invaluable for all those working in information systems development.","proceedings","Indernational Federation for Information Processing","1995","0412640007","hardbound","CS","","1","0",""
"2632","Re-Engineering's Missing Ingredient: The Human Factor","This book is an ideal sourcebook for anyone genuinely seeking to push through tranformational change. It brings together powerful examples of business process re-engineering in practice.","book","Institute of Personnel and Development","1995","0852926219","paperback","CS","","1","0",""
"2633","Re-Engineering's Missing Ingredient: The Human Factor","This book is an ideal sourcebook for anyone genuinely seeking for tranformational change.","book","Institute of Personnel and Development","1995","0852926219","paperback","CS","","1","0",""
"2634","Reengineering Your Nonprofit Organisation: A Guide to Strategic Transformation","This book takes a""zero-base"" approach to strategic planning; outlines proven techniques for assessing and redesigning all facets of your operation; describes innovative strategies for establishing partnerships and forming alliances, both with nonprofits and with for-profits; shows how to analyse, develop, and implement the best practices of nonprofit world; Provides a rational framework for measuring success and sustaining growth and improvement during the years ahead.","book","John Wiley & Sons","1996","0471118079","hardbound","CS","","1","0",""
"2635","4th Eurographics Workshop on Design, Specification and Verification of Interactive Systems  (DSVIS-97) Proceedings","This book is the informal proceedings of the Eurographics Workshop on Design, Specification and Verification of Interactive Systems, 4-6 June 1997, Granada, Spain. It was the 4th of a series reviewing the state of the art of tools, notations and methodologies supporting the design of interactive systems.","proceedings","Eurographics","1997","","paperback","CS","","1","0",""
"2636","Best Practices in Reengineering: What Works and What Doesn't in Reengineering Turnarounds","This the first book to provide executives with a valuable body of knowledge developed about  Business Process Reengineering (BPR) and derives a set of ""best practices"" for the most successfull BPR efferts and results.","book","McGraw-Hill","1995","007011224X","hardbound","CS","","1","0",""
"2637","Business Process Reengineering: Breakpoint Strategies for Market Dominance","Focusing on the effectiveness of BPR, the book shows how companies can streamline operations, and inevitably cut costs on the way to creating process excellencein all key aspects of the organisation.","book","john Wiley & Sons","1994","0471950882","paperback","CS","","1","0",""
"2638","ISO 9000 Management Systems Manual","This volume is a comprehensive, accessible guide to designing and building an ISO 9000 System that will be the foundation for growth and change within business or industrial operation","book","McGraw-Hill","1997","0070157685","hardbound","CS","","1","0",""
"2639","Software Methods for Business Reengineering","The purpose of this book is to present an approach to how to reorganize businesses using the discipline of software engineeringas a guiding paradigm.","book","Springer-Verlag Wien New York","1995","0387945539","hardbound","CS","","1","0",""
"2640","Business Process Change: Reengineering Concepts, Methods and Technologies","This is a book about the evolution of a powerful process management concept. It is for managers, consultants, researchers, vendors of BPR, and academics","book","Idea Group Publishing","1995","1878289292","hardbound","CS","","1","0",""
"2641","Fast Forward: The Best Ideas on Managing Business Change","This book brings together the best ideas from the Harvard Business Review on managing change in a business environment that feels like it is moving at fast forward.","book","Harvard Business Sch","1996","0875846734","hardbound","Cs","","1","0",""
"2642","Managing Business Process: BPR and Beyond","The authors of the book take a wider look at BPR, challenging the old structure of organisations with an emphasis on functions, and going beyond an information system perspective to take into account strategic management, operations management, human resources and business dynamics.","book","John Wiley & Sons","1996","047195490X","hardbound","CS","","1","0",""
"2643","Rapid Prototyping: Reengineering the Development Process","","","International Thomson Computer Press","1995","1850321930","","","","1","0",""
"2644","Reengineering Handbook: A step-by-step Guide to Business Transformation","With this book the authors give the sound methodology  and practical tools for actually implementing reengineering.","book","Amecom","1996","0814479235","paperback","CS","","1","0",""
"2645","Strategic Management: Formulation, Implementation, and Control (sixth edition)","The sixth edition of Strategic Management : Formulation, Implementation, Implementation, and Control provides a thoroughly revised, state-of-the-art treatment of the critical business skills needed to plan and manage strategic activities.","book","IRWIN","1996","0256154783","hardbound","CS","","1","0",""
"2646","Rapid Prototyping: Moving  to Business-Centric Development","This book presents a model-based discipline, Rapid Application Prototyping (RAP), which introduces a shift in the development paradigm.","book","International Thomson Computer Press","1995","1850321930","paperback","CS","","1","0",""
"2647","Managing Systems Requirements:  Methods, Tools, and Cases","Here is the first book to offer a practical way to identify systems requirements and manage them when budgets and schedules are right. It describes a process that leads from fuzzy, ill-defined requirements that can be modelled and prototyped.","book","McGraw-Hill","1995","0070019746","hardbound","CS","","1","0",""
"2648","Applied Cryptography: Protocols, Algorithms, and Source Code in C (second edition)","The details how programmers and electronic communications professionals can use cryptography to maintain the privacy of computer data.","book","John Wiley & Sons","1995","0471117099","paperback","CS","","1","0",""
"2649","The Elements of Style (Third Edition)","Style in writing","book","Allyn and Bacon","1979","0205191584","paperback","CS","","1","0",""
"2650","Intelligent Java (TM)  Applications:  for the Internet and Intranets","This book provides the introductory Artificial Intelligence material that  java programmers need to create internet applications, including on-line games and search and data collection tools.","book","Morgan Kaufmann Publishers","1997","1558604200","paperback","CS","","1","0","1 CD-ROM"
"2651","Context and Consciousness","The reasearch described in this book presents activity theory as a means of structuring and guiding field studies of human-computer interaction, from practical design to theoretical development","book","MIT Press","1996","0262140586","hardbound","CS","","1","0","CD ROM"
"2652","A Theory of Computer Semiotics","This book is a systematic development of the thesis that semiotics provides a useful methodological framework for studying systems that include both people and computers.","book","Cambridge University Press","1997","0521448689","paperback","CS","","1","0",""
"2654","European Information Technology Observatory 97","The current information technology situation in Europe","book","Eggebrecht-Presse","1997","09474862","paperback","CS","","1","0","1 CD-ROM"
"2655","1997 RESNA Membership Directory","Directory of members of the Rehabilitation Engineering and Assistive Technology Society of North America, including Special Interest Groups / Consumer education / Professional Specialty Groups / Computer Access / PT / SLP / Credentialing / Rehabilitation Engineers / Research Symposiums / Manufacturers/Suppliers / Aug Com / OT /Special Education","directory","RESNA Press","1997","","paperback","CS","","1","0",""
"2656","A Practical Guide to Business Process Re-Engineering","The authors begin with a warning to think carefully about whether the BPR approach is suitable for your particular organisation. They go on to show how it can be planned and implemented in a systematic way. With the aid of examples and illustrations they take the reader through the various stages involved, introducing both the principles and the techniques , that apply. Finally, they explain how to ensure sustained improvement by managing the changes achieved.","book","Gower Publishing Group","1996","0566075776","hardbound","CS","","1","0",""
"2657","Agents on the Web: Catalyst for E-Commerce","This book explains what an agent is, who is using them and what thay are using them for. It profiles eighteen companies that are involved in the agent market and provides startegies for each supplier type to minimise the riska and maximise the opportunities. This book also describes how agents will enable e-commerce on the Web, aoutlines the drivers and barriers, and forecasts three scenarios for Web-agent technology.","book","Ovum","1997","1898972125","paperback","CS","","1","4",""
"2658","Best Practice in Software Development: Experiences in European Industry","This book provides unique evidence of the commercial benefits of implementing improved practices and technologies in software development, and points out the pitafalls to be avoided. It analyses 25 ESSI (European Software and Systems Initiative) application experiments, in which user organisations try to improve their software development practices by using new methods and technologies.","book","Ovum","1996","1898972606","paperback","CS","","1","1",""
"2659","GUI Design Essentials:  for Windows 95, Windows 3.1, World  Wide Web","A complete guide to designing usable software interfaces.","book","John Wiley & Sons","1997","0471175498","hardbound","CS","","1","1","1 CD-ROM"
"2660","The Chicago Manual of Style: The Essential Guide for Writers, Editors, and Publishers (14th Edition)","A thoroughly revised and updated edition of the one essential reference for all those who work with words, writers, editors, proof-readers, indexers, copywriters, designers, and publishers","book","University of Chicago Press","1993","0226103897","hardbound","CS","","1","0",""
"2661","The Essential Guide to User Interface Design: An Introduction to GUI Design Principles and techniques","A concise, fully illustrated introduction to the do's and don'ts of computer interface design.","book","John Wiley & Sons","1997","0471157554","paperback","CS","","1","0",""
"2662","The Windows Interface Guidelines for Software Design","This book covers the basic principles of user interface design and design methodologies and specifies how data-centered concepts such as objects and properties can be applied to interface design. It includes detailed information on mouse, keyboard , and pen interaction and on how to use the common interface elements supplied by the system. This book also includes information about special considerations such as network computing, international users, and users with disabilities.","book","Microsoft Press","1995","1556156790","paperback","CS","","1","0",""
"2663","Esprit Software Systems and Software Best Practice","Summaries of ESSI projects (pilot phase), November 1994","book","European Commission","1995","9282672913","paperback","CS","","4","0",""
"2664","Agents Breaking Away","7th European Workshop on Modelling Autonomous Agents in Multi-Agent World, MAAMAW '96, Eindhoven, The Netherlands, January 1996, Proceedings","proceedings","Springer","1996","3540608524","paperback","CS","","1","0",""
"2668","Graphics Interface '97","This volume contains the proceedings on Graphics Interface '97 held in Kelowna, B.C., 21-23 May 1997.","proceedings","Canadian Human-Computer Communications Society","1997","0969533861","paperback","CS","","1","0",""
"2669","Steps to the Future: Fresh Thinking on the Dynamics of IT-Based Organizational Transformation","Presenting novel and stimulating ways of thinking about the dynamics of change, Steps to the Future includes a challenging vision of what organisations of the future will need to compete-and helps managers, executives, and consultants meet the challenge with a radically new, incremental approach to managing the process.","book","Jossey-Bass","1997","0787903582","hardbound","CS","","1","0",""
"2670","The Essence of Business Process Re-Engineering","This book is intended to help people understand Business Process Re-engineering (BPR), whether they are working or studying, and lift some of the fog which is obscuring the subject.","book","PrEntice-Hall","1995","0133107078","paperback","CS","","1","0",""
"2671","Advanced Database Systems","The book introduces a reader to the most  advanced concepts and research issues in several areas of database technology, including the following: active database systems, and rule design, temporal databases and query languages, complex queries and nonmomnotonic reasoning, indexing and content-based retrieval for multimedia databases , and the management of changes in schemas and data.","book","Morgan Kaufmann Publishers","1997","155860443X","hardbound","CS","","1","0",""
"2672","Elements of Machine Learning","The book provides a comprehensive introduction to the fundamental concepts and problems in the field. The book illustrates a variety of  basic algorithms for inducing simple concepts from experience, presents alternatives for organising learned concepts into large-scale structures, and discusses adaptations of the learning methods to more complex problem solving tasks.","book","Morgan Kaufmann Publishers","1996","1558603018","hardbound","CS","","1","0",""
"2673","Human Computer Interface Design: Success Cases, Emerging Methods and Real-World Context","This book stimulates further progress in user interface design for practical settings by examining three aspects of user interface design: projects that have achieved success outside of the research lab, new methods in design and evaluation, and ways design could better meet organisational and practical requirements within its contextual constraints.","book","Morgan Kaufmann Publishers","1996","1558603107","paperback","CS","","1","0",""
"2674","Intelligent Scheduling","This book, comprising original contributions from experts in the field, highlights new advances in artificial intelligence. These chapters present complete systems, stressing their unique characteristics, rather than presenting simple research results. Applications-oriented chapters are also included to inform researchers of state-of-the-art methodologies.","book","Morgan Kaufmann Publishers","1994","1558602607","hardbound","CS","","1","0",""
"2675","Introduction to Knowledge Systems","This book represents a new model: it presents fundamentals of symbol-level representations including representations for time, space, uncertainty and vagueness. It also compares the knowledge-level-organisations for three common knowledge-intensive tasks: cl;assification, configuration and diagnosis.","book","Morgan Kaufmann Publishers","1995","155860166X","hardbound","CS","","1","0",""
"2676","Probabilistic Reasoning in Intelligent Systems: Networks of Plausible Inference (Revised Second Edition)","The book is a complete and accessible account of theoretical foundations and computational methods that underlie plausible reasoning under uncertainty. The author provides a coherent explication of probability as a language for reasoning with partial belief and offers a unifying perspective on other AI approaches to uncertainty, such as the Demster Shafer formalism, truth maintenance systems, and nonmonotonic logic.","book","Morgan Kaufmann Publishers","1988","1558604790","paperback","CS","","1","0",""
"2677","The Non-Designer's Design Book: Design and Typographic Principles for the Visual Novice","This book is written for all the people who now need to design pages, but have no background or formal training in design.","book","Peachpit Press","1994","1566091594","paperback","CS","","1","0",""
"2678","Web Server Technology: The Advanced Guide for World Wide Web Information Providers","The book explains the technical details of key aspects of server operation, such as performance, caching, search, security, digital commerce.","book","Morgan Kaufmann Publishers","1996","155860376X","paperback","CS","","1","0",""
"2679","Proceedings of the International Conference on Cooperative Multimodal Communication CMC / 95, Part II","Eindhoven, May 24-26, 1995","proceedings","CIP Gegevens koninklijke Bibliotheek","1995","9090083154","paperback","CS","","1","0",""
"2680","Advances in Human-Computer Interaction: Human Comfort and Security","This volume presents human-computer interaction technologies and their applications. It includes 28 technical papers covering a range of application areas, such as speech processing and interfaces, remote data access bu multisensors, data fusion, medical surveillance, telephone and car applications, air traffic and train control systems, monitoring systems, and decision support.","book","Springer-Verlag Berlin","1995","3540601457","paperback","CS","","1","0",""
"2681","Esprit Computer-Integrated Manufacturing and Engineering","Summaries of Esprit projects, December 1993","report","European Commission","1994","9282672891","paperback","CS","","1","0",""
"2682","Esprit High-Performance Computing and Networking","Summaries of Esprit projects, February 1994","report","European Commission","1994","9282672875","paperback","CS","","2","0",""
"2683","Esprit Microelectronics","Summaries of Esprit projects, December 1993","report","European Commission","1994","9282672859","paperback","CS","","1","0",""
"2684","Esprit Microelectronics Appendix","Summaries of Esprit projects, March 1994","report","European Commission","1994","9282679217","paperback","CS","","2","0",""
"2685","Choice, Welfare and Measurement","The papers included in this volume of essays deal with a number of related topics: choice, preference, rationality, welfare judgements, public decisions, social choice and social measurement.","book","MIT Press","1982","0262192144","spiral","CS","","null","1",""
"2686","C ++ Gems: Programming Pearls from trhe C++ Report","This carefully selected collection covers the first seven years of the C ++ Report, from January 1989 through December 1995. It presents the pinnacle of writing on C ++ by renowned experts in the field, and is a must-read for today's C++ programmer. Contains tips, tricks, proven strategies, easy to follow techniques, and usable source code.","book","SIGS","1996","1884842372","paperback","CS","","1","0",""
"2687","Rehabilitation Research and Development  Service: Practical Hearing Aid Selection and Fitting","This monograph offers a solid foundation for our audiology clinicians to access information on the current thinking and approaches to hearing aid selection and fitting to each individual when he or she is evaluated by the professional audiologist.","report","Department of Veterans Affairs Veterans Health Administration","1997","","paperback","CS","","1","0",""
"2688","Designing Interactive Systems (DIS) '97: Processes, practices. methods, and techniques","Conference Proceedings, 18-20 August 1997, Amsterdam, The Netherlands","proceedings","ACM Press","1997","0897918630","paperback","CS","","1","0",""
"2689","Design of  Computing Systems:  Cognitive Considerations  (21A)","Proceedings of the Seventh  International Conference on Human-Computer Interaction (HCI International 97), San Francisco, California, USA, 24-29 August 1997. These papers address thelatest research and application and application in the human aspects of design and use of computing systems. The papers accepted for presentation thoroughly cover the entire field of human-computer interaction, including the cognitive, social, ergonomic, and health aspects of work with computers.","proceedings","Elsevier Science Publishers B.V.","1997","044482183X","hardbound","CS","","5","0",""
"2690","Design of Computing Systems: Social and Ergonomic Considerations (21B)","Proceedings of the Seventh International Conference on Human-Computer Interaction, (HCI International 97), San Francisco, California, USA, 24-29 August 1997. These papers address the latest research and application in the human aspects of design and use of computing systems.","proceedings","Elsevier Science Publishers B.V.","1997","044482183X","hardbound","CS","","5","0",""
"2693","HCI International '97 Tutorial 11: Planning and  Implementing  User- Centered Design","HCI International '97, 7th International Conference on Human-Computer Interaction jointly with 13th Symposium on Human Interface (Japan)","tutorial","","1997","","paperback/spiral","CS","","2","0",""
"2695","HCI International '97 Tutorial 18: Intelligent Interface Technology to Impreove Human-Computer Interaction","HCI International '97, 7th International Conference on Human-Computer Interaction jointly with 13th Symposium on Human Interface (Japan)","tutorial","","1997","","paperback/spiral","CS","","1","0",""
"2696","HCI International '97 Tutorial 2: Design of Multimedia and Virtual Reality  Systems","HCI International '97, 7th International Conference on Human-Computer Interaction jointly with 13th symposium on Human Interface (Japan)","tutorial","HCI International '97","1997","","paperback/spiral","CS","","1","0",""
"2697","HCI International '97 Tutorial 1: User Interface design for the Web","HCI International '97, 7th International Conference on Human-Computer Interaction jointly with 13th Symposium on Human Interface (Japan)","tutorial","","1997","","paperback/spiral","CS","","3","0",""
"2698","HCI International '97 Poster Sessions:  Abridged  Proceedings","This book consists of 120 abstracts of the accepted poster presentations at the Seventh International Conference on Human-Computer Interaction held in San Francisco, California, USA, 24-29 August 1997","proceedings","","1997","","paperback","CS","","1","0",""
"2699","Handbook of User-Centred Design  (v 1.1)","This handbook provides an introduction to the key principles and activities of user-centers design as advocated by the ISO 13407 standard. The handbook also contains descriptions of a range of established methods which can be used to evaluate the usability of a product or a system in order to achieve quality in use.","guide","EC Telematics Applications Programme","1997","","paperback/spiral","CS","","1","0",""
"2700","Understanding and Using ISO Software and Ergonomics Standards","HCI International '97: 7th International Conference on Human-Computer Interaction jointly with 13th symposium on Human Interface (Japan).","tutorial","","1997","","paperback/spiral","CS","","1","0",""
"2701","Visual Information Seeking: Advanced Interface and Web Page Design","HCI International '97: 7th International Conference on Human-Computer Interaction jointly with 13th symposium on Human-Interface (Japan).","tutorial","","1997","","paperback/spiral","CS","","1","0",""
"2702","Research and Advanced Technology  for Digital  Libraries","Proceedings of the First European Conference , ECDL '97, Pisa, Italy, September 1997","proceedings","Springer","1997","3540635548","paperback","CS","","1","0",""
"2703","Vision and Visual fatgiue References Relating to Computer Screen Viewing 1947 - 1996","","directory","Global Ergonomic Technologies","1997","","spiral","CS","","1","0",""
"2704","Keyboard Ergonomic References 1874 - 1996","","directory","Global Ergonomic Technologies","1997","","spiral","CS","","1","0",""
"2705","Repetitive Strain Injuries and Input Devices 1943 - 1996","","directory","Global Ergonomic Technologies","1997","","spiral","CS","","1","0",""
"2706","Input Device Ergonomic References 1954 - 1996","","directory","Global Ergonomic Technologies","1997","","spiral","CS","","1","0",""
"2707","Keyboard & Input Device Ergonomic Research Summary 1947 - 1996","","directory","Global Ergonomic Technologies","1997","","spiral","CS","","1","0",""
"2708","Ergonomic Standards References 1973 - 1997","","directory","Global Ergonomic Technologies","1997","","spiral","CS","","1","0",""
"2711","","","manual","SAS Institute","1993","1555444776","paperback","CS","G121","1","0",""
"2714","","This book provides both tutorial and reference information about the BUILD procedure, windows and commands provided in Release 6.06 of SAS / AF software.","manual","SAS Institute","1989","1555443699","paperback","CS","G121","1","0",""
"2715","Distributed, Ambient, and Pervasive Interactions","Proceedings of the fisrt International Conference, DAPI 2013 held as part of HCI International 2013, Las Vegas, NV, USA July 2013, LNCS 8028.","proceedings","Springer","2013","9783642393501","paperback","","","1","0",""
"2716","Towards User Interfaces for All: Current efforts and future trends, ERCIM Workshop Proceedings","ERCIM Workshop proceedings, Heraklion, Crete, 30-31 October 1995","proceedings","","1995","","paperback/spiral","CS","","1","0",""
"2717","Hypertext 97","Proceedings of the Eighth ACM Conference on Hypertext, Southampton, UK, 6-11 April 1997. Much of the discussions at Hypertext 97 is about  the directions for hypertext research in the post-Web era and need for collaboration between researchers and Internet.","proceedings","ACM Press","1997","0897918665","paperback","CS","","1","0",""
"2718","Design Rationale: Concepts, Techniques, and Use (Computers, Cognition, and Work)","This book offers the most comprehensive account to design rationale. The authors report on leading edge theory and empirical studies of the nature and use of design rationale. They also describe the significance of design rationale for creating design tools and for teaching designers. Finally, they discuss the nature of system design and the use of design rationale in real design settings in Industry.","book","Lawrence Erlbaum Associates","1996","080581566X","paperback","CS","","1","1",""
