BookID_Books,Title_Books,Theme_Books,Category_Books,Publisher_Books,PublicationYear,ISBN_Books,CoverType,Origin_Books,Shelf_Books,CopiesNo,FotocopiesNo,Includes,ISBN_norm,BookID_Books1,Author Name,Author Middle,Author Surname,Co-Authors,Title_Books1,Theme_Books1,Type,Category_Books1,Date of publication,Publisher_Books1,ISBN_Books1,Kind,Origin_Books1,Shelf_Books1,State,When_Borrowed,Who_Borrowed,Field18,Confidence,MatchType
81,Standards for Educational and Psychological Testing,I. Technical Standards for Test Construction and Evaluation II. Professional Standards for Test Use III. Standards for Particular Applications IV. Standards for Administrative Procedures,book,American Psychological Association,1985,0912704950,paperback,CS,G117,1,0,,0912704950,81,,,American Educational Research Association,"American Educational Research Association  (AERA), American Psychological Association (APA), National Council on Measurement in Education (NCME)",Standards for Educational and Psychological Testing,I. Technical Standards for Test Construction and Evaluation II. Professional Standards for Test Use III. Standards for Particular Applications IV. Standards for Administrative Procedures,book,Education,1985,American Psychological Association,0912704950,paperback,CS,G117,available,,,,Exact ISBN,Exact
82,PowerChute Plus for UNIX,Manual for PowerChute Plus Installation.,manual,American Power Conversion,1991,9911009,paperback,RTI Lab.,RACE-LIB,1,0,,9911009,82,,,American Power Conversion,American Power Conversion,PowerChute Plus for UNIX,Manual for PowerChute Plus Installation.,manual,UNIX,1991,American Power Conversion,9911009,paperback,RTI Lab.,RACE-LIB,available,,,,Exact ISBN,Exact
83,Open System Architecture for CIM,"This report includes defining requirements and building blocks, and specifying a method for migrating to CIM-OSA",report,Springer-Verlag Berlin,1989,3540520589,paperback,CS,,1,0,,3540520589,83,,,AMICE,AMICE (Esprit Consortium),Open System Architecture for CIM,"This report includes defining requirements and building blocks, and specifying a method for migrating to CIM-OSA",report,ESPRIT,1989,Springer-Verlag Berlin,3540520589,paperback,CS,,unavailable,1995-09-14 00:00:00.0,CS,,Exact ISBN,Exact
84,Graphics Programming in Turbo C,This book explains the use of both the Turbo C graphics library and the set of graphics C functions (based on that library) which is included in the book. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,John Wiley & Sons,1989,0471924393,paperback,3Π13,G123,1,0,,0471924393,84,Leendert,,Ammeraal,Leendert Ammeraal,Graphics Programming in Turbo C,This book explains the use of both the Turbo C graphics library and the set of graphics C functions (based on that library) which is included in the book.,book,Graphics Programming,1989,John Wiley & Sons,0471924393,paperback,3Π13,G123,available,,,,Exact ISBN,Exact
86,Introduction to Statistics An Applications Approach,"The purpose of this book is to provide students, primarily in the fields of business administration, economics, statistics and its applications.",book,West Publishing Company,1981,0314595777,paperback,CS,G117,1,0,,0314595777,86,David,R.,Anderson,"David R. Anderson, Dennis J. Sweeney, Thomas A. Williams",Introduction to Statistics An Applications Approach,"The purpose of this book is to provide students, primarily in the fields of business administration, economics, statistics and its applications.",book,Statistics,1981,West Publishing Company,0314595777,paperback,CS,G117,unavailable,1995-01-11 00:00:00.0,Καραγιαννίδης Μπάμπης,,Exact ISBN,Exact
87,Information and Knowledge-Based Systems,This book provides a link between traditional Information systems and modern Knowledge-based systems.,book,Prentice-Hall,1992,013457334X,paperback,CS,GR83,1,0,,013457334x,87,Ronald,G.,Anderson,"Ronald G. Anderson, Scott Raeburn, Lesley Beddie",Information and Knowledge-Based Systems,This book provides a link between traditional Information systems and modern Knowledge-based systems.,book,Management Information Systems,1992,Prentice-Hall,013457334X,paperback,CS,GR83,available,,,,Exact ISBN,Exact
88,A Practical Introduction to Computer Graphics,"This book is a concise course in computer graphics which shows beginners hoe to use a computer to draw simple shapes and patterns and teaches them, how to tackle the most sophisticated three-dimensional problems in graphics.",book,Macmillan Press,1981,0333310837,paperback,3Π13,G121,1,0,,0333310837,88,Ian,O.,Angell,Ian O.Angell,A Practical Introduction to Computer Graphics,"This book is a concise course in computer graphics which shows beginners hoe to use a computer to draw simple shapes and patterns and teaches them, how to tackle the most sophisticated three-dimensional problems in graphics.",book,Computer Graphics,1981,Macmillan Press,0333310837,paperback,3Π13,G121,available,,,,Exact ISBN,Exact
89,The Java Sourcebook A Complete Guide to Creating Java Applets for the Web,"This is a complete sourcebook that shows you how to use Java to create sophisticated web applications. It includes a review of all commands and syntax of the language as well as a complete tutorial on building Java applications to run on Windows,Macintosh",book,John Wiley & Sons,1996,0471148598,paperback,CS,,1,0,,0471148598,89,Ed,,Anuff,Ed Anuff,The Java Sourcebook A Complete Guide to Creating Java Applets for the Web,"This is a complete sourcebook that shows you how to use Java to create sophisticated web applications. It includes a review of all commands and syntax of the language as well as a complete tutorial on building Java applications to run on Windows,Macintosh",book,Internet/WEB Design,1996,John Wiley & Sons,0471148598,paperback,CS,,unavailable,1996-09-09 00:00:00.0,CS,,Exact ISBN,Exact
95,Symbiosis of Human and Artifact: Future Computing and Design for Human-Computer Interaction (20A),"This book presents the latest advances in the research of future computing and system design, as well as their relevant application, in the wide field of human-computer interaction. Proceedings of the 6th Int. Conf. on HCI, held in Tokyo, July 1995 Vol. 20A",proceedings,Elsevier Science Publishers,1995,0444817956,hardbound,CS,G122,2,0,,0444817956,95,Yuichiro,,Anzai,"Yuichiro Anzai, K.Ogawa, H. Mori",Symbiosis of Human and Artifact: Future Computing and Design for Human-Computer Interaction (Volume 1),"This book presents the latest advances in the research of future computing and system design, as well as their relevant application, in the wide field of human-computer interaction. Proceedings of the 6th Int. Conf. on HCI, held in Tokyo, July 1995 Vol.1",proceedings,Human-Computer Interaction,1995,Elsevier Science Publishers,0444817956,hardbound,CS,G122,unavailable,1995-07-25 00:00:00.0,Καραγιαννίδης Μπάμπης,,Exact ISBN,Exact
95,Symbiosis of Human and Artifact: Future Computing and Design for Human-Computer Interaction (20A),"This book presents the latest advances in the research of future computing and system design, as well as their relevant application, in the wide field of human-computer interaction. Proceedings of the 6th Int. Conf. on HCI, held in Tokyo, July 1995 Vol. 20A",proceedings,Elsevier Science Publishers,1995,0444817956,hardbound,CS,G122,2,0,,0444817956,96,Yuichiro,,Anzai,"Yuichiro Anzai, K.Ogawa, H. Mori",Symbiosis of Human and Artifact: Human and Social Aspects of Human-Computer Interaction (Volume 2),"This book presents the latest advances in the research of ergonomics, human factors and social aspects of work with computer systems. Proceedings of the 6th Inter. Conf. on HCI, held in Tokyo, Japan, 9-14 July 1995, Volume 2.",proceedings,Human-Computer Interaction,1995,Elsevier Science Publishers,0444817956,hardbound,CS,G122,unavailable,1995-07-25 00:00:00.0,Καραγιαννίδης Μπάμπης,,Exact ISBN,Exact
96,Symbiosis of Human and Artifact: Human and Social Aspects of Human-Computer Interaction (20B),"This book presents the latest advances in the research of ergonomics, human factors and social aspects of work with computer systems. Proceedings of the 6th Inter. Conf. on HCI, held in Tokyo, Japan, 9-14 July 1995, Volume 2.",proceedings,Elsevier Science Publishers,1995,0444817956,hardbound,CS,G122,1,0,,0444817956,95,Yuichiro,,Anzai,"Yuichiro Anzai, K.Ogawa, H. Mori",Symbiosis of Human and Artifact: Future Computing and Design for Human-Computer Interaction (Volume 1),"This book presents the latest advances in the research of future computing and system design, as well as their relevant application, in the wide field of human-computer interaction. Proceedings of the 6th Int. Conf. on HCI, held in Tokyo, July 1995 Vol.1",proceedings,Human-Computer Interaction,1995,Elsevier Science Publishers,0444817956,hardbound,CS,G122,unavailable,1995-07-25 00:00:00.0,Καραγιαννίδης Μπάμπης,,Exact ISBN,Exact
96,Symbiosis of Human and Artifact: Human and Social Aspects of Human-Computer Interaction (20B),"This book presents the latest advances in the research of ergonomics, human factors and social aspects of work with computer systems. Proceedings of the 6th Inter. Conf. on HCI, held in Tokyo, Japan, 9-14 July 1995, Volume 2.",proceedings,Elsevier Science Publishers,1995,0444817956,hardbound,CS,G122,1,0,,0444817956,96,Yuichiro,,Anzai,"Yuichiro Anzai, K.Ogawa, H. Mori",Symbiosis of Human and Artifact: Human and Social Aspects of Human-Computer Interaction (Volume 2),"This book presents the latest advances in the research of ergonomics, human factors and social aspects of work with computer systems. Proceedings of the 6th Inter. Conf. on HCI, held in Tokyo, Japan, 9-14 July 1995, Volume 2.",proceedings,Human-Computer Interaction,1995,Elsevier Science Publishers,0444817956,hardbound,CS,G122,unavailable,1995-07-25 00:00:00.0,Καραγιαννίδης Μπάμπης,,Exact ISBN,Exact
97,Apple Computer Warranty,"This package includes: Apple Limited Warranty, License Agreement",manual,Apple Computer,1991,0315619A,paperback,3Π46,G120A,1,0,,0315619a,97,,,Apple,Apple,Apple Computer Warranty,"This package includes: Apple Limited Warranty, License Agreement",manuals,Apple PC,1991,Apple Computer,0315619A,paperback,3Π46,G120A,available,,,,Exact ISBN,Exact
98,Apple Ethernet Thin Coax Transceiver User's Guide,This manual tells you how to use the Apple Ethernet Thin Coax Transceiver to connect an Apple computer with an Apple Ethernet port to an Ethernet network.,manual,Apple Computer,1991,0304005A,paperback,3Π46,G120A,1,0,,0304005a,98,,,Apple,Apple,Apple Ethernet Thin Coax Transceiver User's Guide,This manual tells you how to use the Apple Ethernet Thin Coax Transceiver to connect an Apple computer with an Apple Ethernet port to an Ethernet network.,manual,Apple PC,1991,Apple Computer,0304005A,paperback,3Π46,G120A,available,,,,Exact ISBN,Exact
99,Apple Human Interface Guidelines: The Apple Desktop Interface,This book presents the rationale behind the Apple Desktop Interface and provides guidelines for software developers who want their products to be consistent with the Desktop Interface.,manual,Apple Computer,1987,0201177536,paperback,3Π46,G122,1,0,,0201177536,99,,,Apple,Apple,Apple Human Interface Guidelines: The Apple Desktop Interface,This book presents the rationale behind the Apple Desktop Interface and provides guidelines for software developers who want their products to be consistent with the Desktop Interface.,manual,User Interfaces,1987,Apple Computer,0201177536,paperback,3Π46,G122,available,,,,Exact ISBN,Exact
100,"Apple Macintosh 12"" RGB Display Owner's Guide","Monitor Macintosh 12"" RGB",manual,Apple Computer,1991,0301650B,spiral,3Π46,GROUP-LIB,1,0,,0301650b,100,,,Apple,Apple,"Apple Macintosh 12"" RGB Display Owner's Guide","Monitor Macintosh 12"" RGB",manual,Apple PC,1991,Apple Computer,0301650B,spiral,3Π46,GROUP-LIB,available,,,,Exact ISBN,Exact
101,LaserWriter IIf and IIg Owner's Guide,This manual is your reference guide for the Apple LaserWriter IIf and IIg printers.,manual,Apple Computer,1991,Z0305701A,spiral,3Π46,G120A,1,0,,z0305701a,101,,,Apple,Apple,LaserWriter IIf and IIg Owner's Guide,This manual is your reference guide for the Apple LaserWriter IIf and IIg printers.,manual,Apple PC,1991,Apple Computer,Z0305701A,spiral,3Π46,G120A,available,,,,Exact ISBN,Exact
103,"Logic Programming Languages Constraints, Functions, and Objects","This book presents results from a three year, ESPRIT funded effort to explore the itegration of the foundational issues of functional, logic, and object-oriented programming.",book,MIT Press,1993,0262011344,hardbound,CS,G123,1,0,,0262011344,103,K.,R.,Apt,"K.R. Apt, J.W. de Bakker and J.J.M.M. Rutten","Logic Programming Languages Constraints, Functions, and Objects","This book presents results from a three year, ESPRIT funded effort to explore the itegration of the foundational issues of functional, logic, and object-oriented programming.",book,Logic Programming,1993,MIT Press,0262011344,hardbound,CS,G123,unavailable,1994-12-22 00:00:00.0,Ακουμιανάκης Δήμος,,Exact ISBN,Exact
104,Logic Programming Proceedings of the Joint International Conference and Symposium on Logic Programmi,"Topics covered: Theory Foundations, Programming Languages, Implementation, Programming Methodologies and Tools.",proceedings,MIT Press,1992,0262510642,paperback,CS,G123,1,0,,0262510642,104,Krzysztof,R.,Apt,Krzysztof R. Apt,"Logic Programming Proceedings of the Joint International Conference and Symposium on Logic Programming November 9-13, 1992, Washington, D.C.","Topics covered: Theory Foundations, Programming Languages, Implementation, Programming Methodologies and Tools.",proceedings,Logic Programming,1992,MIT Press,0262510642,paperback,CS,G123,unavailable,1994-12-22 00:00:00.0,Ακουμιανάκης Δήμος,,Exact ISBN,Exact
106,The Technological Specialization of Advanced Countries A Report to the EEC on International Science ,This report provides vital information on national performance in innovation.,book,Kluwer Academic Publishers & ECSC-EEC-EAEC,1992,0792317505,hardbound,CS,G121,1,0,,0792317505,106,Daniele,,Archibugi,"Daniele Archibugi, Mario Pianta",The Technological Specialization of Advanced Countries A Report to the EEC on International Science and Technology Activities,This report provides vital information on national performance in innovation.,book,General Technology,1992,Kluwer Academic Publishers & ECSC-EEC-EAEC,0792317505,hardbound,CS,G121,available,,,,Exact ISBN,Exact
107,A Practical Approach to Computing,1. Electronic digital computers-Programming. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,John Wiley & Sons,1976,0471997366,paperback,CS,G122-CS,1,0,,0471997366,107,W.,Y.,Arms,"W.Y. Arms, J.E. Baker, R.M. Pengelly",A Practical Approach to Computing,1. Electronic digital computers-Programming.,book,Computer Science,1976,John Wiley & Sons,0471997366,paperback,CS,G122-CS,available,,,,Exact ISBN,Exact
108,Software Reengineering,This book is intended for software engineering practitioners and researchers.,book,IEEE Computer Society Press,1993,0818632720,hardbound,CS,G121,1,0,,0818632720,108,Robert,S.,Arnold,Robert S. Arnold,Software Reengineering,This book is intended for software engineering practitioners and researchers.,book,Software Reengineering,1993,IEEE Computer Society Press,0818632720,hardbound,CS,G121,available,,,,Exact ISBN,Exact
111,X Window System Toolkit,The first part of this book describes the toolkit's various features and explains how to use them. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Digital Press,1990,0139731733,paperback,CS,G123,1,0,,0139731733,111,Paul,J.,Asente,"Paul J. Asente, Ralph R. Swick",X Window System Toolkit,The first part of this book describes the toolkit's various features and explains how to use them.,book,X-Windows,1990,Digital Press,0139731733,paperback,CS,G123,available,,,,Exact ISBN,Exact
112,INTERCHI'93 Conference Proceedings: Human Factors in Computing Systems,INTERCHI'93 proceedings is on user interfaces and cooperation technology.,proceedings,ACM Press/Addison-Wesley Publishing Company,1993,0201588846,paperback,CS,G121,2,0,,0201588846,112,Stacey,,Ashlund,"Stacey Ashlund, Kevin Mullet, Austin Henderson, Erik Hollnagel, Ted White",Human Factors in Computing Systems INTERCHI'93 Conference Proceedings,INTERCHI'93 proceedings is on user interfaces and cooperation technology.,proceedings (2 copies),Human Factors,1993,ACM Press/Addison-Wesley Publishing,0201588846,paperback,CS,G121,available,,,,Exact ISBN,Exact
114,A Knowledge-Based Approach to Software Development,This book describes the operation of the ASPIS system and how the ASPIS system has been designed.,book,North-Holland,1991,0444888861,hardbound,CS,,1,0,,0444888861,114,M.,J.,Aslett,M.J. Aslett,A Knowledge-Based Approach to Software Development,This book describes the operation of the ASPIS system and how the ASPIS system has been designed.,book,Software Development,1991,North-Holland,0444888861,hardbound,CS,,unavailable,1996-10-11 00:00:00.0,CS,,Exact ISBN,Exact
115,Proceedings of the COST 219 Conference Telecommunications and People with Disabilities Current Pract,The goal of the conference was to define new cooperative research projects based on these presentations and the recommendations from the working groups.,proceedings,Commission of the European Communities,1992,9282643387,paperback,CS,G121,2,0,,9282643387,115,Gunela,,Astbrink,Gunela Astbrink,Proceedings of the COST 219 Conference Telecommunications and People with Disabilities Current Practice and Future Plans in Europe,The goal of the conference was to define new cooperative research projects based on these presentations and the recommendations from the working groups.,proceedings (2 copies),TIDE COST,1992,Commission of the European Communities,9282643387,paperback,CS,G121,available,,,,Exact ISBN,Exact
116,Testing to Verify Design & Manufacting Readiness,"1. Testing 2. Computer software-Testing 3. Design, Industrial-Testing",book,McGraw-Hill,1993,0070025665,hardbound,CS,G117,1,0,,0070025665,116,,,AT&T,AT&T and the Department of the Navy,Testing to Verify Design & Manufacting Readiness,"1. Testing 2. Computer software-Testing 3. Design, Industrial-Testing",book,Testing,1993,McGraw-Hill,0070025665,hardbound,CS,G117,available,,,,Exact ISBN,Exact
117,Introduction to Psychology Eighth Edition,"The purpose of this book is to introduce contemporary psychology to the beginning student, in full recognition that between editions both psychology and students change.",book,Harcourt Brace Jovanovich,1957,0155436775,paperback,CS,G117,1,0,,0155436775,117,Rita,L.,Atkinson,"Rita L. Atkinson, Richard C. Atkinson, Ernest R. Hilgard",Introduction to Psychology Eighth Edition,"The purpose of this book is to introduce contemporary psychology to the beginning student, in full recognition that between editions both psychology and students change.",book,Psychology,1957,Harcourt Brace Jovanovich,0155436775,paperback,CS,G117,available,,,,Exact ISBN,Exact
120,Getting in on the Act Provision for Pupils with Special Educational Needs: The National Picture,This report provides advice to schools and local education authorities on the management of provision for pupils with special needs.,book,HMSO Publications Centre,1992,0118860887,paperback,CS,G117,1,0,,0118860887,120,,,Audit Commission and HMI,Audit Commission and HMI,Getting in on the Act Provision for Pupils with Special Educational Needs: The National Picture,This report provides advice to schools and local education authorities on the management of provision for pupils with special needs.,book,Education & Disability,1992,HMSO Publications Centre,0118860887,paperback,CS,G117,available,,,,Exact ISBN,Exact
